City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
379,mbengwi,76,CM,1539133741,100,6.0,10.01,62.23,1.88
380,port hedland,56,AU,1539131400,20,-20.31,118.58,93.2,12.75
381,novikovo,0,UA,1539133741,100,45.05,34.56,46.03,4.83
382,suoyarvi,92,RU,1539133741,98,62.08,32.35,50.13,11.54
383,broome,0,GB,1539132960,87,52.47,1.45,53.6,2.24
384,staryy nadym,88,RU,1539133742,94,65.61,72.68,31.99,4.5
385,praia,0,BR,1539129600,60,-20.25,-43.81,73.4,10.29
386,bandarbeyla,0,SO,1539133742,96,9.49,50.81,76.63,15.68
387,iguape,24,BR,1539133742,99,-24.7,-47.56,72.45,6.13
388,axim,92,GH,1539133743,100,4.87,-2.24,76.77,9.42
389,harrisonville,90,US,1539132900,93,38.65,-94.35,69.98,12.75
390,whitianga,8,NZ,1539133743,100,-36.83,175.7,58.81,7.58
391,breytovo,36,RU,1539133743,86,58.3,37.86,40.68,17.09
392,flinders,75,AU,1539129600,93,-34.58,150.85,57.2,17.22
393,henties bay,92,NA,1539133744,100,-22.12,14.28,57.42,6.73
394,richards bay,0,ZA,1539133744,76,-28.77,32.06,68.08,15.08
395,gat,0,SN,1539133744,79,14.69,-16.54,81.04,9.04
396,beloha,0,MG,1539133744,76,-25.17,45.06,69.03,15.46
397,talnakh,76,RU,1539133744,97,69.49,88.39,31.99,4.23
398,kudahuvadhoo,48,MV,1539133744,100,2.67,72.89,79.51,8.37
399,kukmor,76,RU,1539133745,92,56.19,50.9,30.96,3.38
400,sehwan,0,PK,1539129300,73,26.43,67.86,71.6,3.04
401,lagoa,40,PT,1539131400,77,37.14,-8.45,66.2,5.82
402,anjozorobe,75,MG,1539131400,87,-18.4,47.88,59.0,9.17
403,bafilo,20,TG,1539129600,88,9.35,1.24,75.2,3.36
404,thinadhoo,56,MV,1539133746,100,0.53,72.93,80.91,9.15
405,cap-chat,88,CA,1539133490,100,49.1,-66.68,41.44,2.89
406,port augusta,90,AU,1539129600,58,-32.49,137.76,57.2,13.87
407,igarka,44,RU,1539133746,91,67.47,86.57,32.53,7.52
408,qarayeri,40,AZ,1539131400,71,40.79,46.31,57.2,6.93
409,haines junction,32,CA,1539133507,46,60.75,-137.51,33.75,2.71
410,chervonohryhorivka,0,UA,1539129600,81,47.62,34.52,46.4,8.95
411,mahenge,36,TZ,1539133747,62,-8.68,36.72,77.49,6.02
412,great bend,90,US,1539129660,96,38.36,-98.78,46.04,13.87
413,besancon,90,FR,1539131400,100,47.25,6.02,53.6,1.12
414,san jose,12,PH,1539133558,94,15.79,120.99,77.13,2.71
415,mwinilunga,0,ZM,1539133749,47,-11.73,24.43,61.38,4.83
416,kawalu,48,ID,1539133749,92,-7.38,108.21,67.14,1.7
417,narsaq,0,GL,1539132600,53,60.91,-46.05,24.8,4.7
418,tazmalt,40,DZ,1539129600,82,36.39,4.4,68.0,4.7
419,half moon bay,40,US,1539131220,67,37.46,-122.43,77.0,16.11
420,brae,80,GB,1539132600,93,60.4,-1.35,51.8,9.17
421,ginda,68,IN,1539133750,71,30.69,78.49,49.18,2.33
422,hornepayne,100,CA,1539133750,100,49.22,-84.78,35.46,6.62
423,pimentel,8,BR,1539133750,77,-3.7,-45.5,79.33,2.59
424,masterton,0,NZ,1539133750,59,-40.95,175.66,58.5,20.94
425,klaksvik,48,FO,1539132600,81,62.23,-6.59,46.4,11.41
426,evensk,20,RU,1539133751,100,61.92,159.24,42.66,11.32
427,sisimiut,56,GL,1539133751,100,66.94,-53.67,20.11,4.0
428,sibu,75,MY,1539129600,94,2.29,111.83,77.0,3.83
429,leningradskiy,80,RU,1539133752,94,69.38,178.42,36.63,11.61
430,aksha,0,RU,1539133752,69,50.28,113.29,24.57,2.59
431,plastun,76,RU,1539133752,59,44.76,136.29,43.96,0.98
432,kommunisticheskiy,0,RU,1539133752,85,61.68,64.48,22.99,6.35
433,togur,64,RU,1539133752,61,58.36,82.83,46.08,10.42
434,kosa,8,RU,1539133752,92,59.94,54.99,30.64,10.83
435,yumen,0,CN,1539133753,65,40.29,97.04,27.49,4.72
436,codrington,0,AU,1539133753,76,-28.95,153.24,76.54,5.39
437,carman,24,CA,1539132900,100,49.51,-98.0,39.2,13.87
438,katsuura,75,JP,1539132540,100,33.93,134.5,66.2,2.24
439,lompoc,1,US,1539131700,56,34.64,-120.46,69.98,14.99
440,guerrero negro,0,MX,1539133754,68,27.97,-114.04,72.36,8.52
441,lai,0,CN,1539133754,71,27.82,91.75,37.93,1.1
442,dzhankoy,0,UA,1539133754,83,45.71,34.39,44.82,3.22
443,bilma,0,NE,1539133754,30,18.69,12.92,70.83,3.27
444,thomasville,75,US,1539132900,97,35.88,-80.08,75.02,8.05
445,ambilobe,0,MG,1539133755,58,-13.19,49.05,72.18,11.27
446,namie,75,JP,1539129600,88,37.52,140.86,66.2,2.24
447,tautira,40,PF,1539131400,62,-17.73,-149.15,87.8,6.93
448,aripuana,20,BR,1539133756,84,-9.17,-60.63,81.81,1.32
449,husum,0,DE,1539130800,93,54.49,9.05,51.8,3.36
450,asyut,0,EG,1539129600,60,27.18,31.19,69.8,11.41
451,vao,92,EE,1539133756,93,59.1,26.19,53.01,14.56
452,muros,0,ES,1539133200,81,42.77,-9.06,53.6,4.7
453,kerrobert,90,CA,1539131520,76,51.92,-109.14,32.0,8.05
454,kelso,1,US,1539132960,62,46.14,-122.91,64.04,6.93
455,arkhangelsk,90,RU,1539131400,100,64.54,40.54,46.4,8.95
456,miracema do tocantins,0,BR,1539133550,67,-9.56,-48.4,79.65,6.51
457,imeni stepana razina,56,RU,1539133757,87,54.89,44.3,33.61,2.37
458,liseleje,12,DK,1539132600,93,56.01,11.96,53.6,1.12
459,coari,0,BR,1539133758,85,-4.09,-63.14,80.37,2.77
460,alugan,32,PH,1539133758,100,12.22,125.48,80.41,2.77
461,bundaberg,0,AU,1539133758,92,-24.87,152.35,73.39,11.83
462,coahuayana,12,MX,1539133758,40,18.62,-100.35,81.9,2.1
463,camocim,0,BR,1539133726,60,-2.9,-40.84,82.39,18.21
464,obidos,0,PT,1539131400,51,39.36,-9.16,60.8,2.24
465,astoria,1,US,1539132900,83,46.19,-123.83,55.04,5.82
466,illapel,76,CL,1539133759,93,-31.63,-71.17,54.09,3.33
467,kalabo,0,ZM,1539133759,31,-15.0,22.67,63.72,9.37
468,labuhan,0,ID,1539133759,76,-2.54,115.51,78.84,1.48
469,llangefni,20,GB,1539129000,87,53.26,-4.31,57.2,18.34
470,vila velha,40,BR,1539133200,78,-3.71,-38.6,80.6,12.75
471,touros,68,BR,1539133759,85,-5.2,-35.46,77.58,17.69
472,gopalpur,0,IN,1539133760,77,25.6,86.94,73.08,9.04
473,portland,40,US,1539132960,53,45.52,-122.67,64.04,5.82
474,tak,75,TH,1539129600,100,16.87,99.12,75.2,3.0
475,badoc,20,PH,1539133200,74,17.93,120.48,84.2,2.24
476,zhuhai,0,CN,1539129600,51,40.71,112.04,35.6,8.95
