City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
334,osmanabad,8,IN,1539133733,73,18.19,76.04,67.54,3.49
335,whitehorse,40,CA,1539129600,55,60.72,-135.06,37.4,10.29
336,bermeo,0,ES,1539133200,72,43.42,-2.72,62.6,8.05
337,cabo san lucas,5,MX,1539128760,65,22.89,-109.91,80.6,9.17
338,les cayes,64,HT,1539133734,100,18.19,-73.75,81.49,10.38
339,nuevo progreso,1,US,1539132900,59,26.05,-97.95,89.6,10.29
340,parana,90,BR,1539129600,78,-7.52,-72.89,82.4,4.7
341,morant bay,75,JM,1539129600,78,17.88,-76.41,82.4,13.87
342,san patricio,68,PY,1539133735,96,-26.98,-56.83,72.54,2.77
343,constitucion,5,MX,1539128820,28,23.99,-104.67,73.4,14.99
344,bagdarin,0,RU,1539133735,70,54.44,113.59,24.34,2.82
345,fairbanks,1,US,1539129480,14,64.84,-147.72,44.96,6.93
346,durban,90,FR,1539133200,93,43.54,0.58,66.2,3.36
347,krasnyy yar,24,RU,1539133736,87,50.7,44.73,39.96,2.82
348,gigmoto,8,PH,1539133736,100,13.78,124.39,80.86,3.33
349,eyl,12,SO,1539133736,90,7.98,49.82,76.86,20.22
350,nurota,12,UZ,1539131400,93,40.56,65.69,39.2,6.93
351,cabedelo,20,BR,1539129600,78,-6.97,-34.84,75.2,5.82
352,cockburn town,68,TC,1539133736,100,21.46,-71.14,81.94,18.88
353,kholodnyy,56,RU,1539133566,82,62.72,147.95,12.33,3.78
354,olivet,0,FR,1539133200,87,47.87,1.9,51.8,4.7
355,dawlatabad,0,AF,1539133737,81,36.41,64.91,37.39,2.59
356,sungaipenuh,36,ID,1539133737,91,-2.08,101.38,64.84,1.32
357,ilheus,12,BR,1539133738,100,-14.79,-39.05,75.42,8.63
358,borogontsy,56,RU,1539133738,81,62.67,131.17,25.83,5.23
359,kamakwie,92,SL,1539133738,98,9.5,-12.24,75.19,3.11
360,presidencia roque saenz pena,92,AR,1539133532,88,-26.79,-60.44,75.28,13.56
361,weiser,90,US,1539132780,63,44.25,-116.97,51.98,23.04
362,polunochnoye,20,RU,1539133738,69,60.87,60.43,23.13,4.61
363,okhotsk,76,RU,1539133738,100,59.36,143.24,35.59,5.12
364,dukat,0,RS,1539133739,79,42.44,22.31,40.5,1.88
365,udala,20,ES,1539133200,87,43.08,-2.51,62.6,6.93
366,nemuro,75,JP,1539129600,71,43.32,145.57,57.2,1.12
367,yar-sale,24,RU,1539133622,100,66.83,70.83,32.85,12.66
368,buala,48,SB,1539133739,88,-8.15,159.59,84.51,5.73
369,mendi,32,ET,1539133739,92,9.8,35.1,56.79,2.48
370,estelle,90,US,1539133140,89,32.87,-97.01,66.92,6.93
371,erenhot,0,CN,1539133739,74,43.65,111.97,25.2,5.28
372,mazatlan,5,MX,1539128640,62,23.22,-106.42,84.2,4.7
373,port blair,80,IN,1539133704,100,11.67,92.75,80.01,18.66
374,graaff-reinet,0,ZA,1539133740,20,-32.25,24.53,68.98,6.4
375,luwuk,0,ID,1539133740,92,-0.95,122.79,80.28,2.71
376,el sauzal,75,AR,1539129600,34,-24.3,-64.96,78.8,19.46
377,udachnyy,44,RU,1539133741,72,66.42,112.4,32.76,6.13
378,punta alta,40,AR,1539129600,88,-27.46,-55.82,69.8,11.41
